	ENGLISH	PART OF SPEECH	ODIA	INPUT
1	remember	VT	ଭୁଲି ନ ପାରିବା ମନେ ପକାଇବା	remember
1	remind	VT	ମନେ ପକାଇବା	remind
2	reminder	Ns	ସ୍ମରଣାର୍ଥ ବିଷୟ	remind
1	remote	Adj	ଦୂରବର୍ତୀ	remote
2	remote control	Ns	ଦୂରୀରୁ ନିୟନ୍ତ୍ରଣ	remote
3	remotely	Adv	ଦୂରରୁ	remote
1	remove	Ns	ଅପସାରଣ ବା ସ୍ଥାନାନ୍ତର କରିବା	remove
1	repeat	Ns	ପୁରନରାବୃତ୍ତି	repeat
2	repeatable	Adj	ପୁନରାବୃତ୍ତି କରିବା ଯୋଗ୍ୟ	repeat
3	repeatedly	Adv	ବାରମ୍ବାର	repeat
1	repeatedly	Adv	ବାରମ୍ବାର	repeatedly
1	replace	VT	ବଦଳରେ ରଖିବା	replace
2	replacement	Ns	ପୁନଃ-ସ୍ଥାପନ	replace
1	reply	Ns	ଜବାବ	reply
1	report	Ns	ରିପୋର୍ଟ	report
2	reporter	Ns	ସଂବାଦଦାତା	report
1	reporter	Ns	ସଂବାଦଦାତା	reporter
1	house of Representatives	Ns	ମଅମେରିକାର ନିର୍ବାଚିତ ସଭାର ପ୍ରତିନିଧି	represent
2	represent	VT	ପ୍ରତିନିଧିତ୍ୱ କରିବା	represent
3	representation	Ns	ପ୍ରତିନିଧିତ୍ୱ	represent
4	representative	Ns	ପ୍ରତିରୂପ	represent
1	representation	Ns	ପ୍ରତିନିଧିତ୍ୱ	representation
1	house of Representatives	Ns	ମଅମେରିକାର ନିର୍ବାଚିତ ସଭାର ପ୍ରତିନିଧି	representative
2	representative	Ns	ପ୍ରତିରୂପ	representative
1	republican	Adj	ଗଣତାଂତ୍ରିକ	Republican
2	republicanism	Ns	ଗଣତଂତ୍ର ପ୍ରଣାଳୀ	Republican
1	reputation	Ns	ପ୍ରତିଷ୍ଠା	reputation
1	request	Ns	ଅନୁରୋଧ	request
1	require	VT	ମାଗିବା	require
2	requirement	Ns	ଅପେକ୍ଷା	require
1	requirement	Ns	ଅପେକ୍ଷା	requirement
1	research	Ns	ଅନୁସନ୍ଧାନ	research
1	resemble	VTI	ସଦୃଶ ହୋଇଯିବା	resemble
1	reservation	Ns	ଆରକ୍ଷଣ	reservation
1	non-resident	Adj	ପ୍ରବାସୀ	resident
2	non-residential	Adj	ଅନାବାସିକ	resident
3	resident	Adj	ନିବାସୀ	resident
4	residential	Adj	ନିବାସ ସମ୍ବନ୍ଧିତ	resident
1	Piece de resistance	Ns	ମୌଲିକ ଏବଂ ମହତ୍ତ୍ୱପୂର୍ଣ୍ଣ ରଚନା	resist
2	resist	VT	ବିରୋଧ କରିବା	resist
3	resistance	Ns	ବିରୋଧ	resist
4	resistant	Adj	ପ୍ରତିରୋଧୀ	resist
1	Piece de resistance	Ns	ମୌଲିକ ଏବଂ ମହତ୍ତ୍ୱପୂର୍ଣ୍ଣ ରଚନା	resistance
2	resistance	Ns	ବିରୋଧ	resistance
1	resolution	Ns	ଦୃଢ଼ ନିଶ୍ଚୟସଂକଳ୍ପ	resolution
1	resolve	VTI	ନିଶ୍ଚୟ କରିବା	resolve
2	resolved	Adj	ବିଚାର	resolve
1	resort	Ns	ଆଶ୍ରୟ	resort
1	resource	Ns	ଯୁକ୍ତ	resource
1	respect	Ns	ସମ୍ମାନ	respect
2	respectability	Ns	ମାନନୀୟତା	respect
3	respectable	Adj	ମାନ୍ୟସମ୍ମାନିତ	respect
4	respectful	Adj	ଆଦରକାରୀଆଦରପୂର୍ଣ୍ଣ	respect
5	respective	Adj	ବିଶେଷ	respect
6	respectively	Adv	କ୍ରମଶଃ	respect
1	co-respondent	Ns	ସହ-ଉତ୍ତରବାଦୀ	respond
2	respond	Ns	ଭଜନ ଯାହା ବହି ପଢ଼ିବା ସମୟ ଭିତରେ ଗାନ କରାଯାଏ	respond
3	respondent	Adj	ଉତ୍ତରଦାୟୀ	respond
1	co-respondent	Ns	ସହ-ଉତ୍ତରବାଦୀ	respondent
2	respondent	Adj	ଉତ୍ତରଦାୟୀ	respondent
1	response	Ns	ଉତ୍ତର	response
1	responsibility	Ns	ଦାୟିତ୍ୱ	responsibility
1	responsible	Adj	ଦାୟିତ୍ୱବାନ୍	responsible
1	poste restante	Ns	ନ୍ୟସ୍ତ ଡାକ	rest
2	rest	Ns	ବିଶ୍ରାମ	rest
3	rest-home	Ns	ବୁଢ଼ା ଓ ରୋଗୀଙ୍କର ବିଶ୍ରାମ ସ୍ଥାନବିଶ୍ରାମଗୃହ	rest
4	rest-room	Ns	ଶୌଚାଳୟ	rest
5	restate	VT	ପୁଣି କହିବାକହିବା	rest
6	restaurant	Ns	ଜଳପାନ-ଗୃହ	rest
7	restful	Adj	ଆରାମଦାୟକଆରାମଦେହ	rest
8	restitution	Ns	ଫେରାଇବା	rest
9	restive	Adj	(ଅଶ୍ୱ ସମ୍ପର୍କରେ) ଅବାଧ୍ୟ ଅମାନିଆ 	rest
10	restless	Adj	ଚଞ୍ଚଳ	rest
11	restoration	Ns	ଜୀର୍ଣୋଦ୍ଧାର	rest
12	restorative	Adj	ପୌଷ୍ଟିକ	rest
13	restore	VT	ଯେମିତି ଥିଲା ସେମିତି କରିଦେବା	rest
14	restorer	Ns	ପୁନଃସ୍ଥାପକ	rest
15	restrain	VT	ରୋକିବା	rest
16	restraint	Ns	ରୋକ	rest
17	restrict	VT	ପରିମିତସୀମିତ କରିବା	rest
18	restricted	Adj	ସୀମିତ	rest
19	restriction	Ns	ସୀମା	rest
20	restrictive	Adj	ରୋକିଲା ବାଲା	rest
21	restructure	V	ନୂଆ ରୂପ ଦେବା	rest
1	restaurant	Ns	ଜଳପାନ-ଗୃହ	restaurant
1	restore	VT	ଯେମିତି ଥିଲା ସେମିତି କରିଦେବା	restore
2	restorer	Ns	ପୁନଃସ୍ଥାପକ	restore
1	restriction	Ns	ସୀମା	restriction
1	result	Ns	ପରିଣାମ	result
2	resultant	Ns	ସିଦ୍ଧାନ୍ତ ନିଷ୍ପତ୍ତି	result
1	retain	VT	ରଖିବା	retain
2	retainer	Ns	ରଖିବା ବାଲା	retain
1	retire	VTI	ଅଲଗା ହୋଇ ଯିବା	retire
2	retired	Adj	ଅବକାଶ ପ୍ରାପ୍ତ	retire
3	retirement	Ns	ସେବା-ନିବୃତ୍ତି	retire
1	retirement	Ns	ସେବା-ନିବୃତ୍ତି	retirement
1	return	Ns	ପ୍ରତ୍ୟାବର୍ତନ	return
1	reveal	V	ପ୍ରକଟ କରିବା	reveal
2	revealing	Adj	ଦେଖାଇଲାବାଲା	reveal
1	revenue	Ns	କର	revenue
1	review	VT	ପରଖିବା	review
2	reviewer	Ns	ସମୀକ୍ଷକ	review
1	counter-revolution	Ns	କ୍ରାଂତି-ବିରୋଧ	revolution
2	counter-revolutionary	Ns	କ୍ରାନ୍ତି ବିରୋଧୀ	revolution
3	revolution	Ns	କ୍ରାଂତି	revolution
4	revolutionary	Adj	କ୍ରାନ୍ତିକାରୀ	revolution
1	rhythm	Ns	ତାଳ	rhythm
2	rhythmical	Adj	ତାଳବଦ୍ଧ	rhythm
1	rice	Ns	ଚାଉଳ	rice
2	rice paper	Ns	ରାଇସ ପେପର{ପତଳା ଖାଇବା ଯୋଗ୍ୟ}	rice
1	nouveau riche	Ns	ନବଧନାଢ୍ୟ	rich
2	rich	Adj	ସମ୍ପନ୍ନ	rich
3	richer scale	Ns	ତୀବ୍ର ମାପର	rich
4	riches	Ns	ଦୌଲତ	rich
5	richly	Adv	ଧନବାନ୍ରୂପେ ଯଥେଷ୍ଟରୂପେ	rich
6	richness	Ns	ଧନାଢ୍ୟତା	rich
1	lie/ride-at-anchor	V	ପାଣିରେ ଠିକ ସ୍ଥିତିରେ ରହିବା	rid
2	rid	VT	ମୁକ୍ତ କରିବା	rid
3	ridden	Adj	ରେ ପୂର୍ଣ୍ଣ	rid
4	riddle	Ns	ପହଳି ଧନ୍ଦା ବଡ଼ ଚାଲୁଣି	rid
5	ride	Ns	ଭ୍ରମଣ{ଘୋଡ଼ା ବା ଗାଡ଼ିରେ ଚଢ଼ି ଭ୍ରମଣ}	rid
6	rider	Ns	ଯାତ୍ରା	rid
7	ridge	Ns	ଢାଲୁ ଟୀଲା{ ବା ପାହାଡ଼}	rid
8	ridicule	Ns	ଉପହାସ	rid
9	ridiculous	Adj	ହାସ୍ୟାସ୍ପଦ	rid
10	riding	Ns	ଗାଡ଼ିରେ ବସି ଯାତ୍ରା କରିବା	rid
1	lie/ride-at-anchor	V	ପାଣିରେ ଠିକ ସ୍ଥିତିରେ ରହିବା	ride
2	ride	Ns	ଭ୍ରମଣ{ଘୋଡ଼ା ବା ଗାଡ଼ିରେ ଚଢ଼ି ଭ୍ରମଣ}	ride
3	rider	Ns	ଯାତ୍ରା	ride
1	air rifle	Ns	ଏକ ପ୍ରକାରର ବନ୍ଧୁକ	rifle
2	rifle	Ns	ଏକ ପ୍ରକାରର ବନ୍ଧୁକ	rifle
1	human rights	Ns	ପ୍ରତ୍ୟେକ ମନୁଷ୍ୟର ମୂଳଭୂତ ଅଧିକାର	right
2	right	Adj	ଠିକ	right
3	righteous	Adj	ସଚ୍ଚା	right
4	righteousness	Ns	ଯାଥାର୍ଥ୍ୟ ନ୍ୟାୟାଚାର	right
5	rightful	Adj	ଅଧିକାରୀ	right
6	The hard right	Ns	ଦକ୍ଷିଣ ପଂଥୀ ବ୍ୟକ୍ତି	right
1	nose-ring	Ns	ନୋଲକ	ring
2	ring	Ns	ଆଙ୍ଗୁଳି	ring
3	ring-leader	Ns	ଦଳପତି	ring
4	ringworm	Ns	ଯାଦୁ	ring
5	signet-ring	Ns	ମୁଦ୍ରିକା	ring
6	wedding ring	Ns	ବାହାଘରର ମୁଦି	ring
1	high rise	Adj	ଅଟ୍ଟାଳିକା	rise
2	raise (US=rise)	Ns	ବୃଦ୍ଧି	rise
3	rise	VI	ଉଠିବା	rise
4	riser	Ns	ଉଠିଲା ବାଲା	rise
1	risk	Ns	ବିପଦ	risk
2	risky	Adj	ବିପଜ୍ଜନକ	risk
3	security risk	Ns	ଜୀବନକୁ ବିପଦ	risk
1	river	Ns	ନଦୀ	river
2	river-bed	Ns	ନଦୀର ତଳ	river
3	riverside	Ns	ନଦୀ-କୂଳ	river
1	high road	Ns	ମୁଖ୍ୟ ମାର୍ଗ	road
2	road	Ns	ସଡ଼କ	road
3	road sense	Ns	ମାର୍ଗ-ବୋଧ	road
4	road tax	Ns	ମାର୍ଗ କର	road
5	roadblock	Ns	ମାର୍ଗ-ରୋକ	road
6	Side-road	Ns	ଛୋଟ ସଡ଼କ	road
7	trunk road	Ns	ପ୍ରମୁଖ ରାସ୍ତା	road
1	hard rock	Ns	ରକ୍ ସଂଗୀତ	rock
2	rock	Ns	ଶୈଳ ପଥର ଚଟାଣ	rock
3	rock-bottom	Ns	ନିମ୍ନତମ	rock
4	rocker	Ns	ଦେଳନାର ବଙ୍କା କାଠ ଗୋଡ଼	rock
5	rockery	Ns	ପଥର ଭିତରେ ଗଛ	rock
6	rocket	Ns	ବାୟୁ ବାଣ ହାବେଳୀ ବାଣ ମହାକାଶ ଯାନ	rock
7	rocky	Adj	ପଥୁରିଆ	rock
8	sky-rocket	V	ବହୁତ ଉଚ୍ଚକୁ ଉଠିବା	rock
1	role	Ns	ଭୂମିକା	role
2	role model	Ns	ଆଦର୍ଶ	role
3	title-role	Ns	ଶୀର୍ଷକର ଭୂମିକା	role
1	bank roll	V	କାହାର ଆର୍ଥିକ ସହାୟତା କରିବା	roll
2	roll	Ns	ଗୋଲା	roll
3	roll bar	Ns	ଧାତୁର ଛଡ଼	roll
4	roll call	Ns	ଉପସ୍ଥିତି	roll
5	roll of honour	Ns	ଉପାଧି ପ୍ରାପ୍ତକର୍ତାଙ୍କ ସୂଚୀ	roll
6	roller	Ns	ବେଲଣା ବାଡ଼ି	roll
7	roller-coaster	Ns	ରୋଲର କୋସ୍ଟର { ଧାରଣାରେ ଉପର ତଳା ଚାଲୁଥିବା ପିଲାଙ୍କର ଖେଳନା	roll
8	rollick	VI	ବେପରୁଆ ଭାବେ ଘୁରି ବୁଲିବା	roll
9	rolling drunk	Adj	ଘୋଡ଼ା ମଦୁଆ	roll
10	rolling stone	Ns	ବିନ ତଳିର ଲୋଟା	roll
11	rolling-stock	Ns	ଛୋଟ ଗାଡ଼ି{ରେଳ ଧାରଣାରେ ଚାଲୁଥିବା}	roll
12	steam roller	Ns	ବାଷ୍ପ ଚାଳିତ ରୋଲର	roll
13	swiss roll	Ns	ଏକ ପ୍ରକାରର ମିଠା ଖାଦ୍ୟ	roll
1	romantic	Adj	କଳ୍ପିତ	romantic
1	roof	Ns	ଛାତ	roof
1	ante-room	Ns	ଭୋଜନ ଓ ପାନୀୟ ଆଦି ପାଇଁ ବ୍ୟବହାର କରାଯାଉଥିବା କୋଠରୀ	room
2	baggage-room	Ns	ସାମାନ କକ୍ଷ	room
3	drawing room	Ns	ବୈଠକଖାନା	room
4	dressing room	Ns	ଲୁଗା ବଦଳେଇବାର କୋଠରୀ	room
5	living room	Ns	କୋଠରୀ	room
6	morning room	Ns	ପ୍ରାତଃକାଳ ବସିବା କକ୍ଷ	room
7	play room	Ns	ଖେଳିବାର କୋଠରୀ	room
8	rest-room	Ns	ଶୌଚାଳୟ	room
9	room	Ns	କୋଠରି	room
10	room service	Ns	ରୁମ ସର୍ବିସ ପ୍ରକୋଷ୍ଠ ସେବା	room
11	room-mate	Ns	ସାଥି	room
12	roomy	Adj	ଖାଲିଜାଗା ବିଶିଷ୍ଟ ପ୍ରଶସ୍ତତା	room
13	sitting room	Ns	ବୈଠକ	room
14	standing room	Ns	ଠିଆ ହେବାର ଜାଗା	room
15	strong room	Ns	ମୂଲ୍ୟବାନ ଦ୍ରବ୍ୟ ଟଙ୍କାପଇସା ରଖାଯାଇଥିବା ମଜବୁତ ବାକ୍ସ	room
1	deep-rooted	Adj	ଗଭୀର	root
2	root	Ns	ଚେର	root
1	jump rope	Ns	ଡେଇଁବାର ରସି	rope
2	rope	Ns	ରସି	rope
3	tight-rope	Ns	ଟାଣ କରି ବନ୍ଧା ଯାଇଥିବା ରସି ଯାହା ଉପରେ ନଟ ଖେଳ ଦେଖାଏ	rope
1	rose	Ns	ଗୋଲାପର ଫୁଲ ବା ଗୁଳ୍ମ	rose
2	rose-water	Ns	ଗୋଲାପ-ଜଳ	rose
3	rose-wood	Ns	ଗୋଲାପ ବାସନାଯୁକ୍ତ ଦକ୍ଷିଣ ଆମେରିକାର ଏକ କାଠ	rose
4	rosette	Ns	ରଂଗ-ବେରଂଗେ ରିବନରୁ ତିଆରି ବିଲେଇ	rose
1	rough	Adj	ବନ୍ଧୁର	rough
2	roughly	Adv	ପ୍ରାୟ	rough
3	roughness	Ns	କଠୋରତା ବନ୍ଧୁରତା	rough
1	roughly	Adv	ପ୍ରାୟ	roughly
1	all-round	Adj	ସବୁଦିଗରୁ	round
2	close around/over/round	PhrV	ଆଲିଂଗନ କରିବା	round
3	in round figures	IDM	ପୂର୍ଣ୍ଣ ଅଂକରେ	round
4	pull round	PhrV	ଠିକ ହୋଇ ଯିବା	round
5	round	Adj	ଗୋଲ	round
6	round-table	Adj	ଗୋଲ ସଭା	round
7	roundabout	Adj	ଗୋଲମୋଲ	round
8	roundel	Ns	ଗୋଲାକାର ଫଳକଚିତ୍ର	round
9	roundsman	Ns	ଫେରିବାଲା	round
10	roundworm	Ns	କେଂଚୁଆଗୋଲକୃମି	round
11	whip-round	Ns	କୌଣସି ଗୋଷ୍ଠୀକୁ ଚାନ୍ଦା ଦେବାପାଇଁ ଆବେଦନ	round
1	re-route	V	ଅନ୍ୟ ମାର୍ଗରୁ ବ୍ୟକ୍ତି ବା ବସ୍ତୁଙ୍କୁପଠାଇବା	route
2	route	Ns	ମାର୍ଗ	route
1	routine	Ns	ନିତିଦିନିଆଁ ନିୟମ	routine
2	routinely	Adv	ନିୟମିତ ଭାବେ	routine
1	row	Ns	ଝଗଡ଼ା	row
2	rowdy	Adj	ଝଗଡ଼ାଳୁ	row
1	india-rubber	Ns	ମାର୍ଜନୀ	rub
2	rub	Ns	ଘଷିବା ମୋଡ଼ିବା ମାଲିସ କରିବା	rub
3	rub the wrong way	IDM	ଚିଡ଼େଇବା	rub
4	rubber	Ns	ରବର	rub
5	rubber plant	Ns	ରବରର ଗଛ	rub
6	rubber stamp	Ns	ରବରର ମୋହର	rub
7	rubbish	Ns	ଅଳିଆ ଆବର୍ଜନା	rub
8	rubble	Ns	ପାଣିରେ ଚିକ୍କଣ ହୋଇଥିବା ପଥର	rub
9	rubella	Ns	ମିଳିମିଳାପରି ଏକ ପ୍ରକାର ଡିଆଁ ରୋଗ	rub
10	ruby	Adj	ରକ୍ତବର୍ଣ୍ଣ	rub
1	home rule	Ns	ସ୍ୱରାଜ୍ୟ	rule
2	rule	Ns	ଶାସନ	rule
3	ruler	Ns	ଶାସକ	rule
1	front runner	Ns	ସବୁଠାରୁ ଆଗେ ଦଉଡ଼ିଲା ବାଲା	run
2	hit-and-run	Adj	କୌଣସି ବାହନ ଦ୍ୱାରା କାହାକୁ ଆଘାତ କରି ଚାଲି ଯିବା	run
3	long running	Adj	ବହୁତ ସମୟ ପର୍ଯ୍ୟନ୍ତ ଚାଲୁଥିବା	run
4	run	Ns	ଦୌଡ଼	run
5	runaway	Ns	ପଳାତକ	run
6	rung	Ns	ସିଢ଼ିର ବାଡ଼ି	run
7	runnel	Ns	ନାଳୀ	run
8	runner	Ns	ଦଉଡ଼ାଳି	run
9	running	Adj	ଗୋଟିଏ ପରେ ଗୋଟିଏ	run
10	runny	Adj	ପ୍ରବହମାନ	run
11	runt	Ns	ବାଙ୍ଗରାଦୁର୍ବଳ	run
12	runway	Ns	ଦୌଡ଼-ପଥ	run
13	trial-run	Ns	ପରୀକ୍ଷଣ ପ୍ରଣାଳୀ	run
14	well run	Adj	କୁଶଳତାର ସହିତ ବ୍ୟବସ୍ଥିତ	run
1	long running	Adj	ବହୁତ ସମୟ ପର୍ଯ୍ୟନ୍ତ ଚାଲୁଥିବା	running
2	running	Adj	ଗୋଟିଏ ପରେ ଗୋଟିଏ	running
1	rural	Ns	ଗାଉଁଲି	rural
1	rush	Ns	ଝଟପଟ ଦୌଡ଼	rush
1	sacred	Adj	ପବିତ୍ର	sacred
1	sad	Adj	ଉଦାସ	sad
2	sadden	V	ଦୁଃଖୀ ହେବା	sad
3	saddle	Ns	ଜୀନ୍ ଘୋଡ଼ାର ଗଦି	sad
4	saddler	Ns	ଜୀନ୍ସାଜ	sad
5	saddlery	Ns	ଘୋଡ଼ାର ସାଜ ଜିନିସ	sad
6	sadly	Adv	ଦୁର୍ଭାଗ୍ୟବଶରୁ	sad
7	sadness	Ns	ବିଷାଦ	sad
8	Sado-masochism	Ns	ଦରଜ ଦେଇ ଖୁସି ପାଇବା	sad
9	side-saddle	Adv	ସ୍ତ୍ରୀ ମାନଙ୍କର ଅଶ୍ୱାସନ	sad
1	safe	Adj	ସୁରକ୍ଷିତ	safe
2	safe Keeping	Ns	ସୁରକ୍ଷା	safe
3	safe-Conduct	Ns	ଅଭୟପତ୍ର	safe
4	safeguard	Ns	ରକ୍ଷୋପାୟରକ୍ଷକ	safe
5	safely	Adj	କୁଶଳପୂର୍ବକ	safe
1	sake	Ns	ର ପାଇଁ	sake
1	fruit salad	Ns	ଫଳ ମିଶ୍ରଣ	salad
2	salad	Ns	ସାଲାଡ	salad
3	salad-Cream	Ns	ସାଲାଡ କ୍ରୀମ	salad
4	Salad-Dressing	Ns	ସାଲାଡର ସଜାବ	salad
1	salary	Ns	ବେତନଦରମା	salary
1	sale	Ns	ବିକ୍ରୀ	sale
2	saleable	Adj	ବିକିବା ଯୋଗ୍ୟ	sale
3	saleroom	Ns	ନୀଲାମ-ଘର	sale
4	sales clerk	Ns	ଦୋକାନରେ କାମ କରିଲାବାଲା	sale
5	salesman	Ns	ବିକ୍ରେତା	sale
6	salesperson	Ns	ବିକ୍ରେତା	sale
7	saleswoman	Ns	ବିକ୍ରେତ୍ରୀ	sale
8	travelling salesman	Ns	ବ୍ୟାପାର ଯାତ୍ରୀ	sale
1	sales clerk	Ns	ଦୋକାନରେ କାମ କରିଲାବାଲା	sales
2	salesman	Ns	ବିକ୍ରେତା	sales
3	salesperson	Ns	ବିକ୍ରେତା	sales
4	saleswoman	Ns	ବିକ୍ରେତ୍ରୀ	sales
5	travelling salesman	Ns	ବ୍ୟାପାର ଯାତ୍ରୀ	sales
1	salt	Ns	ଲୁଣ	salt
2	salt-cellar	Ns	ଲୁଣ-ଦାନ	salt
3	Salt-petre	Ns	ଶୋରା	salt
4	salt-water	Adj	ଲୁଣର ପାଣି	salt
5	smelling-salts	Ns	ଅଚେତ ଲୋକଙ୍କ ଚେତା ଫେରାଇବାପାଇଁ ବିଶେଷ ରସାୟନ	salt
1	same	Adj	ସମାନସଦୃଶ	same
2	sameness	Ns	ସମାନତା	same
3	the same	Adv	ସମାନ ଭାବେ	same
1	sample	Ns	ନମୁନା	sample
2	sampler	Ns	ନମୁନେ ଜାଣିଲା ବାଲା	sample
1	sanction	Ns	ମଞ୍ଜୁରି	sanction
1	sand	Ns	ରେତବାଲି	sand
2	sandal	Ns	ଚପଳ	sand
3	sandalled	Adj	ଚପର ପିନ୍ଧି ଥିବା	sand
4	sandalwood	Ns	ଚଂଦନ	sand
5	sandbag	Ns	ବାଲୁ-ଥଳି	sand
6	sandbank	Ns	ବାଲି ସୈକତ	sand
7	sandbar	Ns	ବାଲୁକା-ଭିତ୍ତି	sand
8	sandblast	Ns	ବାଲି ଝଡ଼	sand
9	sandbox	Ns	ବାଲୁଦାନୀ	sand
10	sandcastle	Ns	ବାଲିର କିଲ୍ଲା	sand
11	sanddunes	Ns	ବାଲିର ଢ଼ିପ	sand
12	sandfly	Ns	ମରୁ-ମକ୍ଷିକା	sand
13	sandman	Ns	ସ୍ୟାଣ୍ଡମ୍ୟାନ{ଏକ କଳ୍ପିତ ଲୋକ}	sand
14	sandpaper	V	ରଗଡ଼ିବା {ବାଲି କାଗଜରେ}	sand
15	sandpiper	Ns	ଟିଟ୍ଟିଭ	sand
16	sandpit	Ns	ବାଲି ଗର୍ତ	sand
17	sandstone	Ns	ବଲୁଆ-ପଥରବାଲୁକାଶ୍ମ	sand
18	sandstorm	Ns	ବାଲି ଝଡ଼	sand
19	sandwich	Ns	ପାତଳ ମାଂସାଦି ପୁରା ହୋଇଥିବା ଦୁଇଖଣ୍ଡ ରୋଟି	sand
20	sandy	Adj	ବାଲିଆ	sand
1	satellite	Ns	ଉପଗ୍ରହ	satellite
1	job satisfaction	Ns	କାର୍ଯ୍ୟ ସନ୍ତୁଷ୍ଟି	satisfaction
2	satisfaction	Ns	ସନ୍ତୋଷ	satisfaction
1	satisfy	V	ସନ୍ତୁଷ୍ଟ କରିବା	satisfy
1	flying saucer	Ns	ଉଡ଼ନ୍ତା ଥାଳିଆ	sauce
2	sauce	Ns	ଚଟଣୀ	sauce
3	sauce boat	Ns	ଚଟଣୀ ପାତ୍ର	sauce
4	saucepan	Ns	ଡେକଚି ସସ୍ପ୍ୟାନ	sauce
5	saucer	Ns	ଥାଳିଆ	sauce
1	saverkrant	Ns	ବନ୍ଧାକୋବିର ଆଚାର	save
1	saving	Adj	ସଞ୍ଚୟ	saving
2	savings bank	Ns	ସଞ୍ଚୟ ବ୍ୟାଙ୍କ	saving
1	say	V	କହିବା	say
1	richer scale	Ns	ତୀବ୍ର ମାପର	scale
2	scale	Ns	ଚୋପା	scale
3	scale down	V	କମ କରିବା	scale
4	scale up	V	ବଢ଼େଇବା	scale
5	weighing scale	Ns	ତରାଜୁ	scale
1	scandal	Ns	ଅନୈତିକ ଆଚରଣ	scandal
2	scandalize	V	ଦୁଖୀ କରିବା	scandal
3	scandalmongers	Ns	ଚୁଗଲିଖୋର	scandal
4	scandalous	Adj	କୁତ୍ସାଜନକ ନିନ୍ଦନୀୟ ଅବମାନିତ	scandal
1	scene	Ns	ଘଟନାସ୍ଥଳ	scene
2	scenenario	Ns	ଦୃଶ୍ୟ ଲେଖ	scene
3	scenery	Ns	ପ୍ରାକୃତିକ ଦୃଶ୍ୟ	scene
1	schedule	Ns	କାର୍ଯ୍ୟକ୍ରମ	schedule
2	scheduled	V	ପରିଗଣିତ	schedule
1	scheme	Ns	ଯୋଜନା	scheme
1	scholar	Ns	ବୃତ୍ତି ଛାତ୍ର	scholar
2	scholarship	Ns	ଛାତ୍ର ବୃତ୍ତି	scholar
1	scholarship	Ns	ଛାତ୍ର ବୃତ୍ତି	scholarship
1	boarding-school	Ns	ଆବାସୀୟ ସ୍କୂଲ	school
2	elementary school	Ns	ପ୍ରାରମ୍ଭିକ ବିଦ୍ୟାଳୟ	school
3	finishing school	Ns	ଖାସ ସ୍କୁଲ	school
4	first school	Ns	ପ୍ରାଇମେରୀ ସ୍କୁଲ	school
5	high school	Ns	ଉଚ୍ଚ ବିଦ୍ୟାଳୟ	school
6	moving school	Ns	ଚଳମାନ ବିଦ୍ୟାଳୟ	school
7	nursury school	Ns	ଛୋଟ ପିଲାଙ୍କର ବିଦ୍ୟାଳୟ	school
8	pre-school	Adj	ବିଦ୍ୟାଭ୍ୟାସର ପୂର୍ବ	school
9	primary school	Ns	ପ୍ରାରମ୍ଭିକ ଶିକ୍ଷାକେନ୍ଦ୍ର	school
10	Public school	Ns	ପବ୍ଲିକ ସ୍କୁଲ	school
11	school	Ns	ବିଦ୍ୟାଳୟ	school
12	school boy	Ns	ସ୍କୂଲ ଯାଉଥିବା ପୁଅପିଲା	school
13	school Child	Ns	ସ୍କୂଲ ଯାଉଥିବା ଛୋଟପିଲା ଶିଶୁ	school
14	school Fellow	Ns	ସହପାଠୀ	school
15	school Friend	Ns	ସହ ବିଦ୍ୟାର୍ଥୀ	school
16	school Girl	Ns	ସ୍କୂଲ ଯାଉଥିବା ଝିଅପିଲା	school
17	school House	Ns	ବିଦ୍ୟାଳୟ ଭବନ	school
18	school leaver	Ns	ପ୍ରଶିକ୍ଷିତ ବିଦ୍ୟାର୍ଥୀ	school
19	school Master	Ns	ଅଧ୍ୟାପକ	school
20	school mate	Ns	ସହପାଠୀ	school
21	school teacher	Ns	ଶିକ୍ଷକ	school
22	schoolage	Ns	ଶିକ୍ଷାକାଳ	school
23	schooldays	Ns	ବିଦ୍ୟାର୍ଥୀ ଜୀବନ	school
24	schooling	Ns	ପ୍ରଶିକ୍ଷଣ	school
25	summer school	Ns	ଗ୍ରୀଷ୍ମକାଳୀନ ଶିବିର	school
26	sunday school	Ns	ରବିବାରର ଦିନ ଚାଲୁଥିବା ସ୍କୁଲ	school
1	life science	Ns	ଜୈବିକ ବିଜ୍ଞାନ	science
2	science	Ns	ବିଜ୍ଞାନ	science
3	science Fiction	Ns	କାଳ୍ପନିକ ବିଜ୍ଞାନ	science
4	science Park	Ns	ବୈଜ୍ଞାନିକ ପ୍ରୟୋଗଶାଳା	science
5	social science	Ns	ସମାଜ ବିଜ୍ଞାନସମାଜ ଶାସ୍ତ୍ର	science
1	scientific	Adj	ବୈଜ୍ଞାନିକ	scientific
1	scientist	Ns	ବୈଜ୍ଞାନିକ	scientist
1	scope	Ns	ଦୃଷ୍ଟିସୀମା କାର୍ଯ୍ୟକ୍ଷେତ୍ର ଅବକାଶ ଉଦ୍ଦେଶ୍ୟ	scope
1	score	Ns	ପ୍ରାପ୍ତାଂକ	score
2	scoreboard	Ns	ଅଂକ ଫଳକ	score
3	Scoredraw	Ns	ସମାସ୍କନ୍ଧ ପାରୀ	score
4	Scoreless	Adj	ରନ ରହିତ	score
